gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,taxon_id,ortholog_sources,num_ortholog_sources
H,"",HALLMARK_ALLOGRAFT_REJECTION,Gzmb,14939,ENSMUSG00000015437,GZMB,3002,ENSG00000100453,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,8
H,"",HALLMARK_ALLOGRAFT_REJECTION,Hcls1,15163,ENSMUSG00000022831,HCLS1,3059,ENSG00000180353,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Hdac9,79221,ENSMUSG00000004698,HDAC9,9734,ENSG00000048052,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoMCL|Treefam,7
H,"",HALLMARK_ALLOGRAFT_REJECTION,Hif1a,15251,ENSMUSG00000021109,HIF1A,3091,ENSG00000100644,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-D1,14964,ENSMUSG00000073411,HLA-A,3105,ENSG00000206503,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,HomoloGene|OMA|OrthoDB|OrthoMCL|PhylomeDB,5
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-Q10,15007,ENSMUSG00000067235,HLA-A,3105,ENSG00000206503,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,HomoloGene|OMA|OrthoDB|OrthoMCL|PhylomeDB,5
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-Q2,15013,ENSMUSG00000091705,HLA-A,3105,ENSG00000206503,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,HomoloGene|OMA|OrthoDB|OrthoMCL|PhylomeDB,5
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-Q7,15018,ENSMUSG00000060550,HLA-A,3105,ENSG00000206503,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,HomoloGene|OMA|OrthoDB|OrthoMCL|PhylomeDB,5
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-DMa,14998,ENSMUSG00000037649,HLA-DMA,3108,ENSG00000204257,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-DMb1,14999,ENSMUSG00000079547,HLA-DMB,3109,ENSG00000242574,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|Treefam,9
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-DMb2,15000,ENSMUSG00000037548,HLA-DMB,3109,ENSG00000242574,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,9
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-Oa,15001,ENSMUSG00000024334,HLA-DOA,3111,ENSG00000204252,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-Ob,15002,ENSMUSG00000041538,HLA-DOB,3112,ENSG00000241106,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-Aa,14960,ENSMUSG00000036594,HLA-DQA1,3117,ENSG00000196735,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,9
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-Ea,100504404,ENSMUSG00000036322,HLA-DRA,3122,ENSG00000204287,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HomoloGene|Inparanoid|OrthoDB|Panther,5
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-T23,15040,ENSMUSG00000067212,HLA-E,3133,ENSG00000204592,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,HomoloGene|OMA|OrthoDB|Panther|PhylomeDB,5
H,"",HALLMARK_ALLOGRAFT_REJECTION,H2-M3,14991,ENSMUSG00000016206,HLA-G,3135,ENSG00000204632,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,HomoloGene|OMA|OrthoDB|Panther|PhylomeDB,5
H,"",HALLMARK_ALLOGRAFT_REJECTION,Icam1,15894,ENSMUSG00000037405,ICAM1,3383,ENSG00000090339,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Icosl,50723,ENSMUSG00000000732,ICOSLG,23308,ENSG00000160223,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ifnar2,15976,ENSMUSG00000022971,IFNAR2,3455,ENSG00000159110,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ifng,15978,ENSMUSG00000055170,IFNG,3458,ENSG00000111537,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ifngr1,15979,ENSMUSG00000020009,IFNGR1,3459,ENSG00000027697,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ifngr2,15980,ENSMUSG00000022965,IFNGR2,3460,ENSG00000159128,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Igsf6,80719,ENSMUSG00000035004,IGSF6,10261,ENSG00000140749,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ikbkb,16150,ENSMUSG00000031537,IKBKB,3551,ENSG00000104365,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il10,16153,ENSMUSG00000016529,IL10,3586,ENSG00000136634,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Treefam,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il11,16156,ENSMUSG00000004371,IL11,3589,ENSG00000095752,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il12a,16159,ENSMUSG00000027776,IL12A,3592,ENSG00000168811,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il12b,16160,ENSMUSG00000004296,IL12B,3593,ENSG00000113302,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il12rb1,16161,ENSMUSG00000000791,IL12RB1,3594,ENSG00000096996,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il13,16163,ENSMUSG00000020383,IL13,3596,ENSG00000169194,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il15,16168,ENSMUSG00000031712,IL15,3600,ENSG00000164136,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il16,16170,ENSMUSG00000001741,IL16,3603,ENSG00000172349,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il18,16173,ENSMUSG00000039217,IL18,3606,ENSG00000150782,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il18rap,16174,ENSMUSG00000026068,IL18RAP,8807,ENSG00000115607,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il1b,16176,ENSMUSG00000027398,IL1B,3553,ENSG00000125538,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il2,16183,ENSMUSG00000027720,IL2,3558,ENSG00000109471,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il27ra,50931,ENSMUSG00000005465,IL27RA,9466,ENSG00000104998,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il2ra,16184,ENSMUSG00000026770,IL2RA,3559,ENSG00000134460,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il2rb,16185,ENSMUSG00000068227,IL2RB,3560,ENSG00000100385,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il2rg,16186,ENSMUSG00000031304,IL2RG,3561,ENSG00000147168,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il4,16189,ENSMUSG00000000869,IL4,3565,ENSG00000113520,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il4ra,16190,ENSMUSG00000030748,IL4R,3566,ENSG00000077238,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il6,16193,ENSMUSG00000025746,IL6,3569,ENSG00000136244,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il7,16196,ENSMUSG00000040329,IL7,3574,ENSG00000104432,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Il9,16198,ENSMUSG00000021538,IL9,3578,ENSG00000145839,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Inhba,16323,ENSMUSG00000041324,INHBA,3624,ENSG00000122641,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Inhbb,16324,ENSMUSG00000037035,INHBB,3625,ENSG00000163083,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Irf4,16364,ENSMUSG00000021356,IRF4,3662,ENSG00000137265,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Irf7,54123,ENSMUSG00000025498,IRF7,3665,ENSG00000185507,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Irf8,15900,ENSMUSG00000041515,IRF8,3394,ENSG00000140968,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Itgal,16408,ENSMUSG00000030830,ITGAL,3683,ENSG00000005844,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Itgb2,16414,ENSMUSG00000000290,ITGB2,3689,ENSG00000160255,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Itk,16428,ENSMUSG00000020395,ITK,3702,ENSG00000113263,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Jak2,16452,ENSMUSG00000024789,JAK2,3717,ENSG00000096968,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Klrd1,16643,ENSMUSG00000030165,KLRD1,3824,ENSG00000134539,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther,9
H,"",HALLMARK_ALLOGRAFT_REJECTION,Krt1,16678,ENSMUSG00000046834,KRT1,3848,ENSG00000167768,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Lck,16818,ENSMUSG00000000409,LCK,3932,ENSG00000182866,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Lcp2,16822,ENSMUSG00000002699,LCP2,3937,ENSG00000043462,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Lif,16878,ENSMUSG00000034394,LIF,3976,ENSG00000128342,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ltb,16994,ENSMUSG00000024399,LTB,4050,ENSG00000227507,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ly75,17076,ENSMUSG00000026980,LY75,4065,ENSG00000054219,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB,9
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ly86,17084,ENSMUSG00000021423,LY86,9450,ENSG00000112799,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Lyn,17096,ENSMUSG00000042228,LYN,4067,ENSG00000254087,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Map3k7,26409,ENSMUSG00000028284,MAP3K7,6885,ENSG00000135341,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Map4k1,26411,ENSMUSG00000037337,MAP4K1,11184,ENSG00000104814,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Mbl2,17195,ENSMUSG00000024863,MBL2,4153,ENSG00000165471,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Mmp9,17395,ENSMUSG00000017737,MMP9,4318,ENSG00000100985,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Mrpl3,94062,ENSMUSG00000032563,MRPL3,11222,ENSG00000114686,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Mtif2,76784,ENSMUSG00000020459,MTIF2,4528,ENSG00000085760,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ncf4,17972,ENSMUSG00000071715,NCF4,4689,ENSG00000100365,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther,8
H,"",HALLMARK_ALLOGRAFT_REJECTION,Nck1,17973,ENSMUSG00000032475,NCK1,4690,ENSG00000158092,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ncr1,17086,ENSMUSG00000062524,NCR1,9437,ENSG00000189430,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Nlrp3,216799,ENSMUSG00000032691,NLRP3,114548,ENSG00000162711,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Nme1,18102,ENSMUSG00000037601,NME1,4830,ENSG00000239672,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Nos2,18126,ENSMUSG00000020826,NOS2,4843,ENSG00000007171,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Npm1,18148,ENSMUSG00000057113,NPM1,4869,ENSG00000181163,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,9
H,"",HALLMARK_ALLOGRAFT_REJECTION,Pf4,56744,ENSMUSG00000029373,PF4,5196,ENSG00000163737,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Prf1,18646,ENSMUSG00000037202,PRF1,5551,ENSG00000180644,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Prkcb,18751,ENSMUSG00000052889,PRKCB,5579,ENSG00000166501,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Prkcg,18752,ENSMUSG00000078816,PRKCG,5582,ENSG00000126583,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Psmb10,19171,ENSMUSG00000031897,PSMB10,5699,ENSG00000205220,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ptpn6,15170,ENSMUSG00000004266,PTPN6,5777,ENSG00000111679,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ptprc,19264,ENSMUSG00000026395,PTPRC,5788,ENSG00000081237,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,10
H,"",HALLMARK_ALLOGRAFT_REJECTION,Rars,104458,ENSMUSG00000018848,RARS1,5917,ENSG00000113643,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_ALLOGRAFT_REJECTION,Ripk2,192656,ENSMUSG00000041135,RIPK2,8767,ENSG00000104312,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_ALLOGRAFT_REJECTION,Rpl39,67248,ENSMUSG00000079641,RPL39,6170,ENSG00000198918,M5950,"","","","",Genes up-regulated during transplant rejection.,10090,HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,9
